排名,球员名,出手数
1742,德安德烈-艾顿,764
1743,萨姆-威廉姆斯,668
1744,布鲁斯-霍尔,444
1745,拉尔斐-戴维斯,545
1746,卢克-肯纳德,585
1747,唐-洛夫格兰,436
1748,斯科特-黑斯廷斯,584
1749,里基-布朗,614
1750,阿特-海曼,564
1751,约什-哈特,565
1752,罗伊德-沃顿,599
1753,肖恩-基尔帕特里克,545
1754,厄尔-香农,402
1755,保罗-汤普森,568
1756,凯文-诺克斯,482
1757,昆西-阿希,583
1758,斯蒂文-亨特,735
1759,汉克-宾德斯,348
1760,雷吉-威廉姆斯,599
1761,乔-霍兰德,434
1762,斯坦尼斯拉夫-梅德维登科,590
1763,克里斯-道格拉斯-罗伯茨,574
1764,艾尔-艾伯哈德,566
1765,肖恩-希金斯,559
1766,保罗-格拉汉姆,582
1767,雷克斯-沃特斯,572
1768,杰夫-兰谱,607
1769,杰伦-杰克逊,626
1770,肖恩-拉金,545
1771,弗莱德-希尔顿,500
1772,盖伊-斯帕罗,461
1773,阿莱克西-阿金萨,645
1774,吉默-弗雷戴特,524
1775,耶里-维尔什科,516
1776,OG-阿奴诺比,613
1777,詹姆斯-安德森,525
1778,谢尔登-威廉姆斯,590
1779,菲利普-洛佩兹,550
1780,罗兰德-加勒特,562
1781,约翰-叶泽尔斯基,366
1782,詹姆斯-哈迪,611
1783,贾万-欧德汉姆,608
1784,Eddie Lee Wilkins,596
1785,凯文-许尔特,527
1786,萨姆-杨,560
1787,Mickey Davis,579
1788,迈尔斯-布里奇斯,556
1789,马蒂-贝尔纳斯,585
1790,大卫-伍德,567
1791,德章泰-穆雷,575
1792,Bumper Tormohlen,515
1793,亚当-莫里森,467
1794,达柳斯-米勒,523
1795,迪克-法利,481
1796,杰夫-朱德金斯,596
1797,丹泽尔-瓦伦蒂内,500
1798,查理-戴维斯,506
1799,阿拉拉-阿布德纳比,620
1800,兰多夫-基斯,522
1801,丹特-埃萨姆,499
1802,沙勒尔-汉密尔顿,485
1803,乔纳森-本德,509
1804,肯尼-希格斯,538
1805,蒂姆-弗雷泽,498
1806,Dino Martin,357
1807,贾斯汀-杰克逊,526
1808,凯西-雅克布森,476
1809,鲍伯-沃里克,496
1810,兰卡斯特-戈登,472
1811,阿历克谢-舍维德,445
1812,凯文-麦肯纳,498
1813,肯-班尼斯特,586
1814,威利-麦卡特,482
1815,泰瑞斯-奈特,522
1816,莱恩-鲍文,544
1817,蒙特-莫里斯,572
1818,约翰-卢卡斯三世,454
1819,杰克-查卡利迪斯,580
1820,德文特-格雷厄姆,442
1821,罗伯特-霍金斯,534
1822,德萨盖纳-迪奥普,503
1823,莱恩-霍林斯,687
1824,Curly Armstrong,347
1825,杰纳-威利,553
1826,鲍伯-波特曼,519
1827,丹尼-分恩,382
1828,安德烈-罗伯森,563
1829,约翰-海,508
1830,比尔-加内特,572
1831,乔-罗伯茨,446
1832,Manny Leaks,456
1833,迈克尔-斯维特尼,564
1834,迪克-奥克非,316
1835,马克西-克勒贝尔,540
1836,汤姆-盖里克,543
1837,Tommy Kron,450
1838,兰德尼-麦格鲁德,473
1839,丹伊恩-多特森,482
1840,阿特-斯派克特,322
1841,吉姆-托马斯,541
1842,迈尔-戴维斯,431
1843,阿尔尼-菲林,381
1844,Luther Rackley,517
1845,艾派-尤度,519
1846,罗德里格-布博瓦,502
1847,马克·卡尔文,480
1848,亨利-詹姆斯,472
1849,罗伯-威廉姆斯,500
1850,凯文-威廉姆斯,495
1851,约什-鲍威尔,498
1852,本-科尔曼,583
1853,艾尔·塞尔维,405
1854,杰罗米-雷恩,497
1855,厄尔-克拉克,453
1856,Jim Paxson_,363
1857,罗恩-里德,409
1858,迪克-辛普金斯,495
1859,埃里克-梅诺,440
1860,帕特-康诺顿,497
1861,拉布莱德福德-史密斯,485
1862,柯克-施耐德,489
1863,鲍伯-金尼,394
1864,弗兰克-尼利基纳,408
1865,肯尼-麦金托斯,401
1866,艾德-内里,553
1867,基斯-赫伦,485
1868,马库斯-威廉姆斯,427
1869,索尼-威姆斯,514
1870,马克-斯特里克兰,539
1871,Bird Averitt,432
1872,唐-瑞德,583
1873,弗莱德-桑德斯,487
1874,卡蒂尔-马丁,430
1875,唐纳德-斯隆,449
1876,萨利姆-斯塔德迈尔,446
1877,布雷斯-德鲁,419
1878,比尔-丁威迪,404
1879,达夫-费特尔,471
1880,约翰-维特泽尔,465
1881,约翰-洛奇,507
1882,格兰迪-刘易斯,273
1883,乔纳森-艾萨克,466
1884,伊维察-祖巴茨,601
1885,豪威尔-舒尔茨,292
1886,弗拉迪米尔-斯蒂潘尼亚,455
1887,马克-戴维斯,473
1888,Lou-西奥罗普洛斯 ,337
1889,德安德烈-本布里,479
1890,肯尼-威廉姆斯,547
1891,Zeke Zawoluk,396
1892,吉列尔莫-埃尔南戈麦斯,564
1893,查克-孟瑟,363
1894,扎恩-塔巴克,537
1895,泰伦斯-威廉姆斯,437
1896,唐纳德-霍吉,462
1897,肯尼-罗林斯,326
1898,特伦斯-斯坦斯布里,468
1899,德克-米尼菲尔德,493
1900,里克-布朗森,397
1901,托德-麦克洛奇,568
1902,卡尔文-布斯,472
1903,李-诺莱科,317
1904,泰瑞斯-梅斯,429
1905,史蒂夫-布雷西,487
1906,约什-布恩,567
1907,德里克-怀特,489
1908,杰纳-斯塔姆普,315
1909,蒂莫西-鲁瓦乌,405
1910,杰克-吉文斯,416
1911,雷杰-斯莱特,502
1912,哈里-博伊考夫,414
1913,约翰-詹尼斯,297
1914,尼尔森-鲍勃,361
1915,John Oldham,326
1916,查理-哈德尼特,433
1917,莫隆-威利,421
1918,鲍比-赫利,361
1919,杰克-哈利,434
1920,埃玛奴奥尔-戴维斯,402
1921,拉里-斯塔夫曼,474
1922,Freddie Lewis_,318
1923,吉姆-麦克丹尼尔斯,409
1924,基斯-迈克里奥德,363
1925,马克-阿克莱斯,514
1926,托尼-杜马斯,409
1927,鲍伯-纳什,441
1928,基斯-李,456
1929,乔尔-克拉默,483
1930,莱奥-克莱尔,282
1931,雅各布-珀尔特尔,642
1932,阿卜杜尔-吉拉尼,475
1933,迪克-康宁汉姆,408
1934,Bulbs Ehlers,286
1935,亚历克-科斯勒,425
1936,劳尔-内图,443
1937,杰弗瑞-洛文吉,477
1938,本-麦克唐纳德,463
1939,泰勒-尤利斯,398
1940,唐尼尔-哈维,453
1941,吉姆-霍尔斯滕,317
1942,伯尼尔-威廉姆斯,363
1943,贾斯汀-安德森,409
1944,加里-梅尔西奥尼,434
1945,肯尼-菲尔兹,463
1946,克里斯-G.史密斯,425
1947,威廉-贝德福特,405
1948,卡尔-尼克斯,450
1949,米卡尔-布里奇斯,452
1950,金-休斯,435
1951,达胡安-瓦格纳,354
1952,泰德-麦克莱恩,430
1953,埃克-迪奥古,488
1954,索恩-马克,415
1955,罗波特-史密斯,417
1956,克里斯-奎因,381
1957,蒂姆-坎普顿,458
1958,贾伦-布伦森,445
1959,里昂-鲍威,490
1960,鲍伯-卡朋特,321
1961,尼克-琼斯,393
1962,特里-德里斯科尔,403
1963,吉姆-麦克伊尔瓦因,423
1964,罗伊斯-奥尼尔,424
1965,Tex Ritter,323
1966,杰拉尼-麦考伊,510
1967,布鲁克-斯蒂帕,443
1968,萨姆-德克尔,451
1969,达夫-迈纳,339
1970,马克尔-富尔茨,430
1971,吉姆-莱斯,372
1972,库尔比-贡特尔,311
1973,杰克-斯迈利,239
1974,伯纳德-汤普森,410
1975,德拉甘·本德尔,373
1976,皮特-克洛斯,403
1977,罗恩-利文斯通,267
1978,奎因-库克,435
1979,沃恩-韦弗,390
1980,特里-杜伊劳德,429
1981,多米尼克-麦圭尔,388
1982,塞尔克-雷布拉夏,488
1983,凯文-奥谢,311
1984,杰夫-马丁,384
1985,雷-麦卡勒姆,374
1986,凯文-诺克斯,338
1987,斯坦-诺斯扎卡,256
1988,汤姆-马绍尔,354
1989,卡梅隆-佩恩,361
1990,兰德里-沙梅特,386
1991,Chink Crossin,288
1992,泽维尔-亨利,368
1993,Josh Okogie,366
1994,弗莱德-拉考尔,381
1995,约翰-拉斯克沃斯基,359
1996,德里克-齐沃斯,399
1997,菲尔-罗林斯,350
1998,Ralph O'Brien,324
1999,伊尔夫-罗森博格,240
2000,约翰-麦克诺夫斯基,285
