用户,转发数,评论数,点赞数,评论
电竞赛事大围观,0,1,0,#JDG##英雄联盟#JDG止步4强，Faker缔造传奇记录，选手采访不甩锅牙膏点评faker，红米分析S12LPL惨败LCK原因承认差距！ 电竞赛事大围观的微博视频 
电竞主页君,0,1,4,LOL圈内经纪人透露：去年JDG给左手的薪资高达4500万，LNG和light还在拉扯最近虽然冬季转会期尚未正式开始，但相关的一些消息已经是不胫而走了，最近圈内的一位经纪人就透露了关于左手以及LNG俱乐部的一些事情，他表示去年左手自由人的时候，JDG曾一度开出4500的高薪（Shui后的），不知道现在看到自己 ...全文
JDG_Lemon,1,10,16,晚上和若凌的刺客大战太有意思啦，@JDG英雄联盟手游 以后多整点这样的活动好吗直播间中奖的朋友记得给我私信收件信息JDG英雄联盟手游#坚定你所相信##wrl2# 上海·京东电子竞技俱乐部 
超凡电竞LOL,1,16,53,【JDG分享选手回国返图】JDG：报告！前方选手已安全抵达国内，兄弟们一切行程平安顺利，请大家放心#英雄联盟S12# #S12最前线# #2022全球总决赛# 
2022好事花生,0,0,1,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 用酷睿芯看S12！JDG的给人的感觉就是只要他们在，就一定可以战胜困难，一定可以打败对手，他们的合作，是我见过最有默契的战队了，用智慧和信任成为了王者，期待他们可以展现更加出色的团队风采，也要夸奖我们酷睿，画质非常清楚，不卡顿，也不 ...全文
彩凤她爹,0,0,0,"#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 #为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 从S2到S12,LPL征战十二年，不忘初心，始终保持不断前行，高水平赛事中全力以赴，配合默契。十几年的每一场比赛，他们都无所畏惧，力争巅峰。加油JDG！我相信你们的实力，也相信你们对于胜 ...全文"
张译真_在画画,0,0,3,JDG 阿？去年的豪门竟是勾底机自己？ 
九澜游戏,0,3,6,英雄联盟手游 第二届英雄联盟手游职业联赛 常规赛第一阶段W3D211月3日 今日赛果&amp;积分榜RA 0:3 NVJT 2:3 OC恭喜NOVA英雄联盟手游分部OC英雄联盟手游分部 拿下今日比赛胜利！明日下午17点我们将迎来WBG对阵EDG，FPX对阵JDG，更有特邀歌手陈卓璇带来精彩的#WRL2#中场秀表演。请大家定好闹钟一 ...全文
琴女你怎么骂人啊,4,23,78,Kanavi可能要离开JDG？#s12竞燃有我#英雄联盟 
暴龙电竞,4,103,514,【@丶涵艺 爆料LPL转会消息】朱开回EDG TheShy续约 SofM离队 FPX大换血Tes: AD续约 其他不知情V5：大概保留班底 补强上野位RNG：射野大概留不住 教练回EDG了EDG：JDG：WBG：单人线续约 换打野 补AD 辅助不知道 LNG：没太了解 AD留不住 辅助俩都到期 上路想续约还没聊  ...全文
苏意_Irene,0,0,0,JDG 不小心错过了领奖时间……@JDG京东电子竞技俱乐部 能再给我个机会吗呜呜呜呜 
LOL英雄联盟视频,13,32,190,T1与DRX的中单：谁被低估？谁被高估？在NBA有非常著名的一句话：“进攻赢得常规赛，防守赢得总冠军”这句话放置在英雄联盟同样适用。只会进攻的JDG小组赛依靠进攻高歌猛进，半决赛防守漏洞百出被淘汰。总决赛前瞻第二篇我将聚焦于S赛决赛T1与DRX中路的攻防，看看这两位中单到底谁被低估了，谁 ...全文
玩加电竞LOL,0,16,85,【JDG发布选手日常：选手已安全抵达国内】@JDG京东电子竞技俱乐部 ：报告！前方选手已安全抵达国内兄弟们一切行程平安顺利，请大家放心#英雄联盟S12# #2022全球总决赛# 
琴女你怎么骂人啊,2,42,184,DRX Zeka的采访：Faker 是世界赛瑞兹玩得最好的中路。他在对上 JDG 时证明了这点。Q：你们一路打进了总决赛。你有预想过会击败你们今年从未战胜过的 Gen.G 吗？Zeka：自从区域资格赛起，我经历了许多令人沮丧的胜利。形势总是对我们不利，所以我总是相信只要不紧张的话，我们就能战胜任何队伍。Q ...全文
又见李相赫-,0,0,1,faker 很理解大家的紧张又期待的心情，也感同身受大家对李相赫的爱，但有些容易带节奏的帖子在这个关键时刻还是别发了 娃娃说jdg和rng好像是被人带节奏了，然后发到虎扑，这个节骨眼正是大家很躁动的时候，处于易燃易爆炸的状态，可能会被利用然后挑起节奏 ...全文
Dawn_lwk,0,8,25,fakerwawa这是急了吗？哈哈哈哈，真就是当自爆卡车啊，这不就是骂rng和jdg都是菜比吗？这不得被冲烂啊，哈哈哈哈哈 
电竞疯报,25,28,116,JDG已抵达国内，你有什么想说的吗？#JDG# #S12总决赛# #超话创作官# 
LOL动图菌,26,69,240,LPL爆料人称去年JDG给knight开出4500万天价税后工资！如果Knight今年在JDG，JDG的成绩会有现在好吗？#英雄联盟# #英雄联盟S12# 
听阿忍讲故事,0,1,20,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 从S2到S12，LPL征战11年，也是我追随的第四年。每次看比赛都好激动一直等着那句“我们是冠军，我们总是冠军”。JDG加油，中国队加油，LPL未来可期！一定要拿过去啊，加油！ 
英雄联盟玩家日记,100,17,110,T1在淘汰赛的状态相当火热，对阵RNG、JDG时三线的个人实力有目共睹，除了JDG上单369能压制Zeus以外，T1不论在对线期的处理，还是中后期的运营决策都技高一筹，令粉丝们连连欢呼：S5、S6的那支SKT回来了~DRX虽然也开辟出一条“超级黑马”之路，从入围赛过关斩将晋级决赛，但只有中单Zeka具备稳定的压制 ...全文
好运等你来啊,0,0,5,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 从S2到S12追随了五年，每年的比赛都有不同的精彩，每年都有同样的热血沸腾！今年S12到现在虽然我们只剩一支队伍，但还是要为LPL中国队加油，为JDG加油，突破自我，不断超越，相信你们可以创造新的辉煌！ 
虎扑电竞,0,12,67,【JDG官博：前方选手已安全抵达国内，兄弟们一切行程平安顺利】 J﻿DG官博发布选手日常，以下是微博原文：【选手日常】报告！前方选手已安全抵达国内兄弟们一切行程平安顺利，请大家放心#2022全球总决赛##s12总决赛# 
电竞姬,65,63,100,不断进化，Gumayusi和Keria能否被称为世界赛最强下路？从一开始的MSI基本被每一个赛区的下路都被单杀一次或者说炸线。到现在世界赛越发强大，淘汰赛更是轻松拿下RNG和JDG。总决赛面对着老将deft和beryl感觉会是很精彩的对决，而且纸面实力上来说好像是t1的下路要强一点。#英雄联盟# #英雄联盟S12# 
中天電視亞洲台FUN,0,0,1,【《时来运转》运彩报报－LOL世界大赛决赛推荐】《英雄联盟》世界大赛4强淘汰赛于本周一（10/31）结束，晋级决赛的队伍是同样来自韩国赛区（LCK）的T1战队、巨龙X（DRX）。其中，T1在4强赛淘汰LPL第1种子的京东电竞（JDG）后，确定了本届决赛将会是韩国内战，同时LCK也从LPL手中夺回“最强赛区”的称号 ...全文
电竞赛事大围观,0,0,1,#英雄联盟s12##游戏推荐#圈内众人为LPL应援集锦，余霜在NBA现场为JDG加油牌面十足，Scout采访力挺JDG夺冠。 电竞赛事大围观的微博视频 
英雄联盟小灰,34,81,377,红米说过JDG里有人不是很想赢而有人想争冠军！#英雄联盟# #英雄联盟S12# 
折枝辞,0,1,4,JDG想问问这个便利贴哪里能买到啊京酱补给站翻了一圈也没看着有，东子能不能卖一卖卖一卖，怎么什么周边都不卖啊 
电竞赛事大围观,0,0,1,#LOL##LPL#韦神分析jdg失利原因，LPL选手英雄池真的没以前好了么？ 电竞赛事大围观的微博视频 
兔玩电竞,0,2,0,【#WRL2#11月4日星期五常规赛赛程预告】17:00 WBG VS EDG19:30 FPX VS JDG定好闹钟，一起来看比赛吧！#英雄联盟手游# 
测试5337893,0,2,0,把t1打jdg的半决看了 这统治力绝了英文流解说也是真的燃 
我还知道玩,0,0,0,#英雄联盟##LPL#真实锐评LPL赛区老年化：是否需要为这次世界赛买单？ 我还知道玩的微博视频 
电竞发言人bot,77,111,752,【S12门票降到1块钱？幸好决赛还有T1拉一把】JDG战队淘汰后，意味着LPL无缘决赛，所有队伍都早早止步，一号种子JDG也倒在了四强。s12决赛打成了LCK秋季赛，让LPL观众颇感无奈。但不可否认的是，LCK战队的确打得很好。T1先是在小组赛跟EDG拉扯，再在八强比赛中击败RNG，在四强赛中击败JDG。DRX这边 ...全文
两年的邱小姐,0,0,1,在今日的最后一场比赛中开云体育，7 分钟，JDG 猪妹出门后游走配合下路组击杀烈娜塔； 
英雄联盟药酱,0,0,1,【RGE vs JDG 第二局队内语音，JDG众人轻松拿下赛点】JDG队内语音 #2022全球总决赛# #LPL# #全民观赛季# #JDG晋级半决赛# #S12淘汰赛# 英雄联盟药酱的微博视频 
白keAi,0,0,0,"#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 从S8赛季开始。我有一直追随LPL给了我很多不同的快乐和感受，每次赛季直播。我都会在线下激动呐喊。 LPL中,做为中国队，去年EDG，真的让我震撼了，基本上全网上下都知道EDG很牛，但是遗憾的是，他已经淘汰了。但是，我依然追随LPL，看好JDG！  ...全文"
三昧弦,0,6,16,JDG选手平安抵达国内 
Cutain落,0,4,9,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 为LPL出征S12助威，半决赛马上要来了每一次看回放都心潮澎湃，12 战火重燃，让我们跟英特尔中国和酷睿i9一起为中国队加油！为JDG加油！英雄联盟是我们难忘的青春，愿你们能轻松拿下每一局，冠军的奖杯是属于中国队的 加油！ 
我是电竞小生,0,0,1,英雄联盟#英雄联盟S12# 【JDG官方晒出选手返回机场照】选手们已安全抵达国内，随后还需完成防疫隔离要求才能重返基地！#S12竞燃有我# 
偷月亮的乌云,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 JDG加油！中国队加油！LPL征战11年， 每次比赛都带给我们很多精彩，这次出征S12我相信你们还能为中国带来更多的精彩和荣耀，我要为你们欢呼！中国队，你们是最棒的！ 
靠谱电竞,0,7,45,JDG官博分享返图“报告！前方选手已安全抵达国内兄弟们一切行程平安顺利，请大家放心”#英雄联盟S12##英雄联盟# 
少根筋小姐啊,0,1,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 让我们一起为四支队伍加油呐喊，期待可以为 LPL捧回第四座冠军奖杯，相信LPL就是ONE&amp;ONLY唯一的天选！一号种子JDG二号种子 TES三号种子 EDG四号种子 RNG加油加油！！！！ 
艾卡西亚的季风,0,0,1,EDG首局大比分击败JDG， 29-9，这还是冲了两波泉水送了大概四五个头的情况，这就是S赛冠军的实力吗？#英雄联盟##LOL# 艾卡西亚的季风的微博视频 
7_Pao,0,0,0,水手比工资→JDG有钱→保人→拒绝限定22京！（希望是这样的🙏） 
Jeremy-1999,0,0,1,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 从s2到s12，LPl十一年过去了，我是大二才喜欢上的，每年的总决赛也都看，JDG成立于2017年，也是一支很强的劲队，我希望这支队伍能走的更远，此志无双，世界赛见 
没礼貌的K,0,1,16,T1上一个预测3:1JDG好像对了，再预测一下决赛T13:0DRX吧，半决赛T1玩下路强势加双单带把JDG耍的团团转，决赛应该也差不多，DRX好像明白这版本单带的重要性但是他们的上单不堪大任玩不了单带 
热衷于哪个,0,15,17,faker 百分之90夺冠了，声明下这是我个人回顾了t1今年世界赛对局得出来的结论，与t1无关。看了下从小组赛到半决赛除了输给fnc那一局和八强打rng的第二局外，剩下的比赛都是T1牢牢掌握的主动权，推动游戏节奏，对方在被动防守牵扯，然后被拉扯运营结束比赛。这点尤其是在半决赛打jdg突出最为明 ...全文
游戏鲸,0,1,0,JDG：选手已安全抵达国内 
热衷于哪个,0,15,17,faker 百分之90夺冠了，声明下这是我个人回顾了t1今年世界赛对局得出来的结论，与t1无关。看了下从小组赛到半决赛除了输给fnc那一局和八强打rng的第二局外，剩下的比赛都是T1牢牢掌握的主动权，推动游戏节奏，对方在被动防守牵扯，然后被拉扯运营结束比赛。这点尤其是在半决赛打jdg突出最为明 ...全文
游戏鲸,0,1,0,JDG：选手已安全抵达国内 
吃瓜的空白,0,0,0,@丶涵艺 爆料：去年JDG给左手报价4500w，并且是交完税以后的！#2022LOL冬季转会期##英雄联盟##S12竞燃有我# 
i手游叔,0,0,2,【JDG选手返图：已安全回到国内！】#英雄联盟S12##s12竞燃有我# 
LOL英雄联盟视频,0,1,4,JDG S12返图：时间会铭刻你们的汗水，勇气永不凋落！ 
Julyiscccc,0,0,53,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 用酷睿游戏本看s12真的棒，赛事也是非常精彩，虽然JDG止步四强，也是虽败犹荣了。 
咬上you的指尖,0,0,0,我趣 我小尾巴怎么变成jdg的了 
JDG京东电子竞技俱乐部,81,189,2247,【赛场集锦】「S12世界赛赛场返图Part 1」📷时间会铭刻你们的汗水，勇气永不凋落！#坚定你所相信#JDG 
蛋糕不吃我打包,0,2,1,纯子jdg那么强你就去吧🙏🙏 
八吃瓜娱乐,0,1,1,众人评估369名场面合集，红米:盼望他能成为世一上 牙膏:已经是了 369 JDG 红米教练 宁王#微博vc计划##亿点曝光计划# 八吃瓜娱乐的微博视频 
电竞姬,65,63,100,不断进化，Gumayusi和Keria能否被称为世界赛最强下路？从一开始的MSI基本被每一个赛区的下路都被单杀一次或者说炸线。到现在世界赛越发强大，淘汰赛更是轻松拿下RNG和JDG。总决赛面对着老将deft和beryl感觉会是很精彩的对决，而且纸面实力上来说好像是t1的下路要强一点。#英雄联盟# #英雄联盟S12# 
锦城LOL,0,1,7,转会期新瓜：JDG给左手4500W税后工资是真的这个爆料人是刘青松经纪人，名下公司也签约了很多LPL选手，之前77号爆料左手有4500万工资引发质疑，比Faker都高了，这个经纪人表示是真的。#英雄联盟S12##2022电竞季##英雄联盟# 
Esports澜,0,0,2,英雄联盟#英雄联盟s12#  JDG老板在不久前突然久违的发表了个动态：五味杂陈，不是个滋味。这个时间距离JDG被淘汰已经过去好几天了，伤心是不可能有延迟的，那自然就意味着另一件大事转会期了。看到这条动态后，有网友希望老板可以发动“钞能力”，让JDG今年的上中野再一起打一年。结果没想 ...全文
Z·Moses,0,1,0,#iG夺冠四周年# 淀粉心路历程：小组赛支持edg ，小组赛完事被淘汰，八进四支持JDG ，京东倒下之后 我支持deft ，毕竟老淀粉了。希望今年戴先生能拿个冠军 然后退役 
Russelhz,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 八年的老玩家了，依旧记得18年ig夺冠的激动，大学整个男生宿舍都在喊牛逼。现在上班了，工作很忙，但还是会一直看比赛。jdg一路走来真的不容易，希望这次能够突破自己，加油！！！ 
有人迷途知返呢,0,19,18,有无红米去留消息JDG 
爱玩游戏的小屁孩h,0,0,1,#英雄联盟##LPL#如果Kanavi真的离队，JDG又将怎么安排打野位置呢？ 爱玩游戏的小屁孩h的微博视频 
华庭鹤唳成远梦,0,0,0,#JDG晒S12世界赛赛场集锦#无聊路过，竟然看完了赞一个 
王沫沫Cute,0,0,4,【WRL2常规赛】JDG赛后采访FEIBAI:就是我们BP的时候被Ban太多中单英雄了#JDG手游五连胜# #JDG击败TT# #竞燃有我# 王沫沫Cute的微博视频 
电竞赛事猪,0,0,1,英雄联盟手游赛事#WRL2#【精彩团战】第二届英雄联盟手游职业联赛#TT对阵JDG# 16分钟，海洋亚龙处爆发团战，卡兹克势如破竹拿下二连破，@JDG英雄联盟手游 团战打出1换4。 电竞赛事猪的微博视频 
i手游叔,0,0,1,【英雄联盟手游职业联赛 常规赛第一阶段W3D1】#JDG击败TT# 第三局赛后数据面板TT 0:3 JDG本局MVP：@JDG_飞白 亚索恭喜JDG 拿下本场比赛的胜利。#JDG手游五连胜##WRL2# 
召唤师Park,28,53,219,转会期开启前，赛高的一句“S12参赛选手确定离开老东家”激起了大伙的好奇心，回顾过去几波转会期，Score线人全部在LPL赛区。有趣的是，RNG小虎、EDG小学弟Scout、JDG牙膏、TES黄金左手都基本符合“老将”的设定，来综合分析一下四位选手。JDG是本届世界赛成绩最好的LPL战队，且369和下路Hope已经与J ...全文
游戏主播酱,0,0,0,【2022WRL2 JDG 3-0 TT】恭喜JDG击败TT！#JDG手游五连胜##JDG击败TT# 
电竞安利姬,0,0,0,LOL手游联赛WRL 2 ：常规赛第一阶段比赛 ：JDG 3-0 TT，恭喜JDG直落三盘战胜TT！#JDG手游五连胜##JDG击败TT# 
电竞游戏日常,0,0,1,LOL手游联赛WRL 2 ：JDG 3-0 TT，恭喜JDG横扫TT，取得比赛胜利！#JDG手游五连胜##JDG击败TT# 
王沫沫Cute,0,0,1,【TTvsJDG】赛场之星    JDG_FEIBAI#JDG手游五连胜# #JDG击败TT# #竞燃有我# 
爱玩游戏的小屁孩h,0,0,1,#英雄联盟##LPL#想一早上了！假如焕峰换hope，jdg下路不送，结果如何？ 爱玩游戏的小屁孩h的微博视频 
电竞赛事大围观,0,1,0,#游戏##LPL#JDG阵容太笨重，被T1运营拉扯的头皮发麻！下路状态也不是很好！ 电竞赛事大围观的微博视频 
請你看日出7998,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 已经好久没玩游戏了，但是每一次的比赛都会去看，只有看LPL比赛时才会有那种令人紧张兴奋的感觉，让我们跟因特尔中国和酷睿i9一起为中国队JDG加油，勇往直前，超越自我，拿下冠军！ 
游戏电竞君,148,141,893,今天是JDG战队打野选手 JDG_Kanavi 的生日，祝生日快乐！#英雄联盟S12# #2022全球总决赛# 
295_953_547_35_258,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 rng成为lpl最后一个种子为国出征，今年lpl相当精彩了，队伍之间三次双杀，15场Bo5只有两场零封，真的是把把拉满，出线的四支队伍jdg tes edg rng和当初预测的一样代表着lpl最强战力，希望今年可以继续把冠军留在lpl，留在中国，此志无双！ ...全文
疾风怪宝,38,1140,5872,【全员被淘汰后，哪支LPL队伍复活营销最快？】  TES：淘汰16天，共发3条微博  RNG：淘汰10天，共发0条微博  EDG：淘汰8天，共发10条微博（其中三条为选手庆生 ）  JDG：淘汰2天，共发0条微博  #英雄联盟##S12竞燃有我#  
PentaQ刺猬电竞社,2,33,208,EDG、RNG、JDG成员参观Riot总部～#英雄联盟s12##2022全球总决赛# 
电竞杂烩君_,0,0,0,发布了头条文章：《JDG不敌SKT无缘总决赛，Letme赛后锐评让UZI来玩女警说不定能行》  JDG不敌SKT无缘总决赛，Letme赛后锐评让UZI来玩女警说不定能行 
电竞赛事大围观,0,0,0,#LOL##LPL#JDG止步四强，笑笑开团BP力挺乌兹复出，LCK粉丝现场狂欢喊口号嘲讽LPL太诛心。 电竞赛事大围观的微博视频 
酒桶要减肥,0,4,4,#wrl2# W3D1洛超远距离帅气开团，可惜队友跟不上啊，jdg反手就送了tt一个团灭#jdg对战tt# 酒桶要减肥的微博视频 
好运耶耶_锦鲤,0,0,0,一点点个人小思考🤔DRX出的英雄多源于他们打的场数更多一些，而且T1下路端打JDG四局用的都是卢娜组合。而且几场下来对面都没有给到t1足够的压力掏出底牌，唯一掏的也就打jdg的青钢影加里奥体系和瑞兹分带体系。T1大概率还藏了下路女枪婕拉 打野死歌类s6地火流团战体系。 
奥恩不打铁,0,4,4,#wrl2# JDG率先拿下小龙，加里奥先手开团控住两人，武器大师天神下凡锤锤到肉 #JDG对战TT#奥恩不打铁的微博视频 
好运耶耶_锦鲤,0,0,0,一点点个人小思考🤔DRX出的英雄多源于他们打的场数更多一些，而且T1下路端打JDG四局用的都是卢娜组合。而且几场下来对面都没有给到t1足够的压力掏出底牌，唯一掏的也就打jdg的青钢影加里奥体系和瑞兹分带体系。T1大概率还藏了下路女枪婕拉 打野死歌类s6地火流团战体系。 
奥恩不打铁,0,4,4,#wrl2# JDG率先拿下小龙，加里奥先手开团控住两人，武器大师天神下凡锤锤到肉 #JDG对战TT#奥恩不打铁的微博视频 
大电竞eSportsFocus,5,45,367,【EDG、JDG、RNG选手教练参观拳头总部】好有意思！手机里的照片记得放出来cr. twi LifeAtRiot #英雄联盟S12# #S12最前线# 
大电竞eSportsFocus,1,0,33,JDG官方分享S12世界赛赛场返图📷“时间会铭刻你们的汗水，勇气永不凋落！”cr. @JDG京东电子竞技俱乐部 #英雄联盟S12# #S12最前线# 
马乾_,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 比赛又要开始了，还记得那一年RNG夺冠吗，开心极了，从S6到S12，如今rng和EDG都止步八强，只要我们还有队伍，就始终还有机会，JDG加油 
虎扑电竞,27,59,518,【Ruler：Gumayusi哥才跟我交手几次，就说厌烦了跟GEN交手】GEN.Ruler选手开播后被问到Gumayusi选手的采访，推特网友pooshock_发布相关视频，原视频翻译如下：前情提要-T1战胜JDG后Gumayusi的媒体群访以及韩文流赛后采访相关内容如下：Q：Gumayusi选手，前面一直在提DRX相关的问题，GEN可能要觉 ...全文
SETHMAUD,0,19,31,T1说一下DRX对T1的形式分析别看DRX掏的英雄多，实际上t1整体英雄池和体系远比DRX深厚 在团战拉扯和分带上也比DRX熟练的多。DRX出的英雄多源于他们打的场数更多一些，而且t1下路端打jdg四局用的都是卢娜组合。而且几场下来对面都没有给到t1足够的压力掏出底牌，唯一掏的也就打jdg的青钢影加里 ...全文
电竞食神,5,118,355,那天跟jdg比赛画面切到faker，faker激动的都流眼泪了，这个细节真没注意到啊#S12竞燃有我##超话创作官##英雄联盟s12# 电竞食神的微博视频 
电竞发言人bot,128,161,639,【369亮TES队标，左手感慨：最近每天跟他聊天!】TES早早淘汰，JDG则打进四强，这段时间一直有人玩梗：洗369的下个赛季去你主队。还有JDG打T1之前，大家都打趣369：无所谓，我会出手。因为JackeyLove的缘故，一直有人拿369当“工具人”，借此指责JackeyLove乃至于整个TES。实际上，TES选手至少左手 ...全文
电竞赛事大围观,0,0,2,#英雄联盟##游戏#JDG被T1淘汰止步四强后台画面曝光，369含泪发文道歉Kanavi哭了，笑笑开团BP力挺Uzi复出TBQ为Hope发声。 电竞赛事大围观的微博视频 
zhuyyuZzz,0,1,1,一个星期没有正常睡过觉了都怪jdg熬夜看比赛 还输了 
电竞赛事大围观,0,0,0,#英雄联盟##游戏#JDG1:3T1，T1淘汰JDG晋级总决赛。 电竞赛事大围观的微博视频 
电竞赛事大围观,0,0,1,#英雄联盟s12##游戏#Doinb预测4强比分不看好JDG，我知道LCK队伍情况，JDG不可能会赢T1，DRX大概率被零封。 电竞赛事大围观的微博视频 
元祖食品官方微博,165,125,65,今天是我们JDG战队打野Kanavi的生日！祝我们的Kan宝生日快乐～今后也要继续在喜欢的道路上发光哦！！关注+带#元祖xJDG联名#+🔄转发送出生日祝福，揪三名粉丝送出#元祖xJDG联名#蛋糕，一起和kan宝过生日吧～元祖食品 
兔玩游戏,0,9,54,@JDG快递小哥 晒照： 沉浸在手机里的咪神#2022全球总决赛##s12最前线# 
雷老板电竞圈,0,2,42,【Zeka：Faker是这世界独一档的瑞兹玩家】在Zeka的赛后专访中，主持人问到了将对战Faker，Zeka的应对方式。Zeka：“Faker是这世界独一档的瑞兹玩家，在与JDG的比赛中他充分证明了这点。我必须要充分在赛前做好准备。”另外Zeka也提到，加里奥与瑞兹这两个英雄，同样都有非常不错的支援能力以及单 ...全文
Luminois_me,0,0,1,JDG感觉未免有些太过宽容，进世界赛后基本每一把比赛都被爆线了，为啥还是一股子打进四强就算成功？你第一次来就活该队友都陪你？ 
英雄联盟神吐槽,111,147,806,【@丶涵艺 再次放出LPL转会消息】Tes: 阿水续约 其他未定V5：大概保留阵容 补强上野位RNG：下路打野大概留不住 朱开回EDG了EDG：无消息JDG：无消息WBG：中上续约 换打野 补AD 辅助未知LNG： AD要走 辅助全部到期 上路想续约还没谈OMG：换了资方 自负盈亏 不投入FPX：再次重建 新赛季没啥钱， ...全文
遇上一场烟火的表演,0,0,0,真的被自家赛区的某些双标搞无语了，自从t1晋级决赛并且大概率要赢以后就在那说t1今年夺冠了这个冠军没有含金量。 2比0去年的世界冠军edg，3比0横扫今年msi冠军rng，3比1绅士横扫我们赛区1号种子jdg？ 我们三家队伍都给人打成1比8了还没有含金量啊？我们不是自称lpl世界第一赛区吗？世界第一赛区被一个 ...全文
Luminois_me,0,7,6,JDGkanavi牙膏要是走了，我觉得369也可以考虑一下了 
吐槽帝逍遥先森,0,0,0,#酷爽冬游季##游戏先锋团##超话创作官# 【JDG分享S12赛场集锦Part 1】时间会铭刻你们的汗水，勇气永不凋落！继续挑战吧！ 
JDG京东电子竞技俱乐部,311,581,1919,#Kanavi生日快乐#今天是我们打野选手@JDG_Kanavi 的生日，凡是过往，皆为序章，kan宝生日快乐！未完成的梦想、没达到的目标，愿你在新的一岁里皆可实现，更加闪耀！不要再偷偷红眼眶啦，荆棘总会开成蔷薇，沿途风光月霁，继续勇敢向前！#坚定你所相信#JDG 
YG温久酒,0,5,2,看了T1和JDG的比赛，被宙斯和姑妈圈粉啦～决赛又想T1的小将们证明自己，又想戴先生职业圆梦好纠结 
可乐要加冰啦_,0,0,0,我滴jdg貌似这个转会期不太顺利那么隔壁我滴dk能不能顺利点来个thank you deokdam  补强下路 
九澜游戏,0,1,0,英雄联盟手游 第二届英雄联盟手游职业联赛 常规赛第一阶段W3D1 #JDG手游五连胜##JDG击败TT#JDG英雄联盟手游 获胜赛后采访：JDG_飞白 大白charles ：”为什么今天前两局你们队伍给到杰斯的优先级这么高呢？”JDG.Feibai：“因为杰斯这个英雄比较OP，然后他们敢放我就敢选，我们对这个英雄比较自信。 ...全文
JDG_JENA,0,13,38,"JDGIt is sad that the only one team can be happy after Worlds... Someone can say &quot;if one team make a better result than people expected, they will be happy&quot; .. Yes That's could be right. But I think, as professional player, It is impossible to be happy when they made th ...全文"
九澜游戏,0,1,0,英雄联盟手游 第二届英雄联盟手游职业联赛 常规赛第一阶段W3D1#JDG手游五连胜##JDG击败TT#高光时刻积极开团扩大优势，JDG先下一城沟通配合完美控龙，JDG拿到赛点沉着冷静抓住机会，JDG英雄联盟手游 拿下本场比赛胜利。 
兔玩游戏,1,3,34,@JDG京东电子竞技俱乐部 分享【赛场集锦】「S12世界赛赛场返图Part 1」📷时间会铭刻你们的汗水，勇气永不凋落！#英雄联盟s12##英雄联盟# 
断网正在进行中,0,0,2,娄运峰missingJDG 眼里有光的少年，谁能不爱呢 
九澜游戏,0,1,0,英雄联盟手游 #WRL2#第二届英雄联盟手游职业联赛 常规赛第一阶段W3D1#TT对阵JDG# 赛中高能10分钟，海洋亚龙处爆发团战，奥拉夫势不可挡拿下二连破，JDG英雄联盟手游 团战打出0换4。 九澜游戏的微博视频 
九澜游戏,0,1,0,英雄联盟手游#WRL2#第二届英雄联盟手游职业联赛【常规赛第一、二周最佳选手&amp;最佳阵容】新鲜出炉！最佳选手：KBG.Anran9最佳单人路：JDG.Lemon最佳打野：KBG.DaT最佳中路：KBG.Anran9最佳射手：RA.毅心最佳辅助：JDG.Doki恭喜他们以卓越不凡的精彩表现拿下第一周&amp;第二周最佳让我们一 ...全文
电竞赛事大围观,0,0,2,#Uzi##英雄联盟#T1击败JDG晋级决赛，众人谈jdg下路沦为突破口。没有uzi的lpl，下路怎么这样了？ 电竞赛事大围观的微博视频 
Score赛高,8,36,189,@丶涵艺  透露冬季转会期消息Tes: AD续约 其他不知情V5：大概保留班底 补强上野位RNG：射野大概留不住 教练回EDG了EDG：JDG：WBG：单人线续约 换打野 补AD 辅助不知道 LNG：没太了解 AD留不住 辅助俩都到期 上路想续约还没聊 OMG：换了资方 自负盈亏 不投入 FPX：大换血 新赛季 ...全文
一年一遇大锦鲤,0,0,0,#为LPL出征S12助威##酷睿i9，为超神而生#  @英特尔中国 LPL征战11年了，一直在关注今年JDG战队全员都表现不错，他们的表现非常精彩，他们一定会为国争光！一起努力！ 
