用户,转发数,评论数,点赞数,评论
兔玩游戏,0,13,31,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩©@英雄联盟赛事数据 #S12淘汰赛 ...全文
爱玩游戏的小屁孩h,0,1,1,#英雄联盟##LPL#转会大瓜太多，硬币哥甜甜的。uzi回归赛场，rng面临重组 爱玩游戏的小屁孩h的微博视频 
游戏红人社,45,55,128,随着S12LPL战队全部淘汰，LPL转会期提前，冬转消息一览：1、顶尖ad的抢手程度依次为：viper、gala、light、lwx、huanfeng；2、最抢手的中单是scout，最抢手的国产中单是xiaohu，yagao完全不用担心，rookie可能要等一下其他的人；3、RNG除开呼吸哥，其余队员可能全部离队，wei和gala是最抢手的选手 ...全文
Esports澜,0,1,2,英雄联盟#英雄联盟s12# 就在不久前，RNG的转会期动向被“世一瓜”Doinb在直播中提前爆料了。根据Doinb所言，小虎并没有和RNG续约，在今年转会期他是自由人的身份，恐怕会迎来几家战队的疯抢。RNG是除了上单以外其他四个位置全都到期，Doinb了解到的信息是好像都要走。小虎之前的年薪只有顶级 ...全文
Jormungandr0831,0,7,9,rng 喜欢把时间留给自己的人是不是不应该谈恋爱啊 
买君-,0,83,112,rng 新接一只小可爱。 公的公的 名字还没取，怎么说？各位安排一手？ 
Luna喵Dota2,0,10,31,这两天的转会变动有点多啊国内RNG xNova和Ghost已在找队；东南亚BOOM战队二号位Yopaj四号位Tims和另一个谁找队；前T1选手Gabbi找队；TSM五号位Dubu找队；QC失去了Soniqs的赞助，其四号位MSS宣布找队。以上都是选手自己发布的消息，还有未确认的：Topson可能会加入Liquid，ATF离开OG。#dota2# 
游戏发现君,0,0,1,#RNG#转会热点资讯，小虎转型打AD。 游戏发现君的微博视频 
Jormungandr0831,0,7,9,rng 喜欢把时间留给自己的人是不是不应该谈恋爱啊 
吧唧一口炒饼,0,10,17,rng我的瓜百分百保真，所有选手的转会情况以及来年阵容我都一清二楚，可以插个眼，等转会期结束就告诉你们 
Luna喵Dota2,0,10,31,这两天的转会变动有点多啊国内RNG xNova和Ghost已在找队；东南亚BOOM战队二号位Yopaj四号位Tims和另一个谁找队；前T1选手Gabbi找队；TSM五号位Dubu找队；QC失去了Soniqs的赞助，其四号位MSS宣布找队。以上都是选手自己发布的消息，还有未确认的：Topson可能会加入Liquid，ATF离开OG。#dota2# 
游戏发现君,0,0,1,#RNG#转会热点资讯，小虎转型打AD。 游戏发现君的微博视频 
超凡电竞LOL,1,10,19,【2022全球总决赛淘汰赛 战队&amp;英雄最数据】最高一血率：RGE &amp; RNG &amp; DRX最高峡谷先锋控制率：JDG最高小龙控制率：RGE最高一塔率：DK最高纳什男爵控制率：T1最高血腥程度：T1最高Ban率英雄：悠米 &amp; 凯特琳最高Pick率英雄：佛耶戈最高胜率英雄：千珏 &amp; 永恩cr.@英雄联盟赛事数据  ...全文
Score赛高,1,3,8,【2022全球总决赛淘汰赛 选手最数据】最多单杀：DRX.Zeka最高分均伤害：EDG.Scout最高场均参团率：DRX.BeryL最高场均对线经济差：DK.Canyon最高分均补刀：RNG.GALA最高场均视野得分：RNG.Ming@英雄联盟赛事数据 #S12淘汰赛# #英雄联盟S12# 英雄联盟 
葡萄很甜lx,0,12,3,rng 来个好用的眼线笔！！！！ 
柒号指令yu,0,92,36,rng兄弟们好纠结啊 橙啦考研英语4400要不要买啊 
The_Fox_Capital,0,0,0,【狐狸资本友情推荐】🦊【#NFT 社区大聚会 - 拥有文化和共识基础的NFT 社区是如何建成的？】  疯狂星期五！时下最热的NFT社区 #WHIKO谜之生物、生气猫、TCG、RNG四个项目方一起做客1435！一起参会 ＋留守空投！时间：2022.11.04 - 晚上9点地点：Twitter Space - 扫码获取链接 
你总比我想的要好,0,11,39,faker说真的也别太担心，17年我全程看下来的，从小组赛开始，除了第一把打C9碾压拿下，第二把开始就是翻盘局了，打EDG两次大翻盘，第二轮还输给C9了，八强打个欧洲的msf差点被掀下马，半决赛打RNG不用说了，五把加里奥扛着队伍走。决赛干净利落三比零。当时我就看SKT打的那叫一个费劲，才明白 ...全文
dawn回首阑珊,0,10,27,rng白心今天有钱了吗？ 第一天 
桃桃乌龙咪,0,10,25,rng 官博能不能多营业营业啊 
朕牌苏芥末,0,2,2,既想知道rng的消息，又不想知道rng的消息🤗好烦啊 
隔壁家怪阿姨,1,26,49,rng过去这么久了大家还没转型乐子人吗挺好奇的，粉丝里认为rng中辅有问题到恨不得骂上天的是从什么时候看的rng比赛，假设是从16年，那么这么大怨气为什么会继续看rng，毕竟客观事实上是核心，建队核心甚至是小虎；假设是17年，能恨虎明都成这样都那怎么没有全队都恨上；假设是1819年， ...全文
英雄联盟组,55,79,406,结合RNG中xiaohu和 Ming全年的Rank量，如何评价Uzi对队友说的这番话？#英雄联盟# #英雄联盟S12# 
英雄联盟神吐槽,58,151,918,"【世一瓜Doinb谈RNG：卡莎和蔚成为转会市场的第一首选,小虎寻求大合同】Doinb在直播Rank中被网友提问，先是说RNG除了上路全部离队，随后鼠标对着卡莎(gala)和蔚(wei)说这个是最抢手的选手，综合世界赛的表现，确实配的上大合同。而由于小虎续约的早，其实薪资不如顶级选手的一半。今年中路很多 ...全文"
电竞召唤师,12,21,210,网传 Xiaohu 未能和 RNG 续约，可能将要离开 RNG ，对此，你认为 Xiaohu 接下来加入哪支战队会有更好的发展前景？ 
你的头发乱了哦____,0,0,4,翻QQ空间看到好多之前的回忆rng 
直播吧电竞,0,0,2,【S12淘汰赛数据：RNG下路两人登顶 Zeka成新晋单杀王】@英雄联盟赛事数据 更新动态，列出了S12淘汰赛至今的选手数据排名：最高场均视野得分：RNG.Ming最高分均补刀：RNG.GALA最高场均对线经济差：DK.Canyon最高场均参团率：DRX.BeryL最高分均伤害：EDG.Scout最多单杀：DRX.Zeka ...全文
Carl的Mrax年代,0,25,4,rng家人们，马上要换电脑了，旧电脑卖了2700，所以预算还阔以。目前比较心仪拯救者y9000p i9 3070，这个本子怎么样，是不是没必要上这么高的配置？我平时玩古剑奇谭，怪物猎人，然后之后准备玩大镖客，GTA，还有黑神话，3060是不是不太够用啊？ 
-倒霉小粥子,0,3,0,传奇还在继续，王朝已经建立。恭喜rng物是人非… 
RNG-卧龙,1,15,81,rngRNG 
氪与非洲人I,0,15,4,rng 亲爱的软粉们，有没有啥考公最后一个月的方法经验或者分享呀！因为小弟是应届生，报完名以后感觉机会还挺大的，所以最后一个月想再努力一下！ 
格温衮,0,0,1,服了 谁跟我一样 喜欢rng完全是因为跟自己一个德性 开头美好 还没结果 就半场开香槟 能站起来不还 
阿冰冰冰冰蓝,0,20,183,rng 大主播爆料说小虎工资只会顶级中单的一半白星老板你没钱就卖队吧，这两年队伍拿了两个msi冠军，拿了两个lpl冠军了。成绩已经很不错了，你又想要好成绩，又没钱，等着空手套白狼，全靠选手用爱发电啊。又想要马儿跑，还要马儿不吃草吗 
游戏组长,28,43,196,所以如果白星找到人注资了再撑一年小虎还是走不了？小虎好像和乌兹一样跟RNG签的有竞业合同，只要白星卖不掉俱乐部，小虎就走不了，除非退役？#英雄联盟S12# #英雄联盟# 
QQ飞车手游官方赛事,4,112,254,s联赛#2022S联赛秋季赛##S联赛全新十速#【11月4日首发名单】常规赛第五周⭐16:00 KZ vs ED.GK解说：@RDG最帅彬神 、@韩冬November ⭐18:00 RDG vs WLG.EDGM解说：@凉笙Listen 、@韩冬November ⭐20:00 RSG vs RNG.M解说：@RDG最帅彬神 、@凉笙Listen #QQ飞车手游官方赛事# 
Ci还不困,0,0,0,郭皓？哈喽？在吗？听说你天天跟rng在一起，能不能把史森明给我拐回来啊！ 
Ci还不困,0,0,0,郭皓？哈喽？在吗？听说你天天跟rng在一起，能不能把史森明给我拐回来啊！ 
麋小寒,1,3,3,#小虎被爆料未与RNG续约#时至今日，我依然记得当初小虎的那句：反正我是死在RNG了。 也相信小虎不会离开 
爱吃饭的米米张,0,6,23,rng 看到dys说的那些话，我是有预感明年只要有人不退役，那么原班人马的几率还是很大的，总觉得选手跟我们一样，对这个队伍的感情很深 
锦城LOL,0,0,2,米勒娃娃指出LPL问题：JKL是最后一个超级新人，其他新人没有求胜欲不想背锅5年来首度无缘S赛决赛，LPL的问题究竟在哪？米勒表示：“阿水是最后一个超级新人！我们选手求胜欲不强。但求生欲很强。都TM不想背锅！”说真的，除了选手，解说也挺怕背锅的，RNG都劣势了还只会说不亏不亏。#英雄联盟S12# ...全文
电竞徐嘉诰,0,3,7,转会期消息：Doinb爆料RNG或将解散重组，Uzi可能再度复出，Ning再次试训。rng#英雄联盟s12# 电竞徐嘉诰的微博视频 
emmmm南无南,0,0,2,rng今天去考科四，考完科四耳机仓在考场被偷了 耳机我戴着，耳机仓无法定位，人刚好坐在监控盲区，这是一种什么体验 
皇中有软,0,25,4,rng 可是我想要缄默德克萨斯啊啊啊啊啊啊 
哦是芒果,0,25,24,rng 大家起床快去看姿态录播 二队的xiaoxu太强了！！！！ 
电竞主页君,0,63,59,有一说一，bin wei 左手 gala 松 这种阵容绝对是弊大于利！1、看选手状态，版本变化，选手上限（bin的坦克，手的游走，gala的状态能否回到巅峰状态），如何资源分配，主打3c？之前s8ig那套？2、这个阵容叔叔要大氪，如果没夺冠，这个阵容的商业价值在哪？wei和gala离开rng自身带来的商业价值？今年的 ...全文
英雄联盟神吐槽,57,154,1161,据Doinb爆料:现在你们所看到的LPL转会期消息都是假的，但是有一个是真的，就是小虎没有续约是自由人，今年是要退役还是重新找队再战一年呢？1、顶尖ADC抢手程度依次是Viper、Gala、Light、Lwx、Huanfeng；2、最抢手的中单是Scout，最抢手的国产中单是RNG小虎，小虎优先级高于Knight（性价比 ...全文
OPE体育电竞官方,0,0,0,#英雄联盟#RNG本次的成绩可谓是异常糟糕，比TES强点但是不多。在加上RNG身上背了非常多的官司所以他们也必须要面对选手们离开的现实情况，大概率RNG中野会离开，此外RNG教练朱开也会回归EDG，这也意味着以小虎、小明的年纪很可能退役，RNG将会出现全新队伍。 
我是Lovelygirl,3,59,43,rng 宝们有没有 去痘坑痘印 的推荐哇？种类太多不知道选啥了 
英雄联盟课代表,30,36,38,LPL爆料人：RNG不解散 Xiaohu并不是100%跑路，今年的RNG还能否像往年一样拿下MSI？#英雄联盟# #英雄联盟s12# 
RNG加油永不言弃,0,14,7,rng画质还是清晰，为了几十只老母鸡和十几只公鸡还有二十多只鸭十几只鹅。就怕贼惦记 
慈羊少女,0,21,6,rng 想问一下家人们 23考研现在还没刷肖1000的话 还用刷吗还是说 等肖八肖四出来 只做肖八肖四 
英雄联盟神吐槽,43,121,738,【娃娃：T1在上半区没有遇到特别强的对手？】娃娃在最新一期的【热饭开锅】节目中和米勒探讨T1与DRX的决赛，在节目中谈到T1在上半区没有遇到特别强的对手，T1在上半区只打过RNG和JDG。网友评论：那意思是LPL赛区的队伍都是弱队吗？娃娃逻辑上就有错误，赛前公认的第一夺冠热门京东，你不能因 ...全文
好好好你都说得对,0,3,7,rng uu们皇族几号的飞机回国啊？10.22比赛那天就全阴了的话14天那差不多是5号之后能飞吧？ 
倚楼听雨醉书生,2,99,204,rng小杨哥要收购rng了，并且带来了天大的资金。 
游戏发现君,0,1,0,#ig##theshy#IG夺冠四周年，我寄希望于RNG，但是从那时开始我只喜欢IG 游戏发现君的微博视频 
亲亲我家可爱居居,0,0,0,rng 说实话这阵容我还挺喜欢的 可惜就磨合了半年 要是时间久点就好了 走了希望不是去背锅 千万别聚是一颗星（虽然不咋亮） 散出去全是💩那特么是真崩溃 
白藏十月,0,0,1,rng你，还记得没有疫情的那些年，那些不论快乐难过，都不会觉得生活过于压抑，让人喘不过气的时间吗？ 
游戏欧皇陈本伟,4,8,14,#RNG# RNG的Dota2分部也要解散了？两个选手发推寻找工作机会了#dota2# 
爱玩游戏的小屁孩h,0,0,0,#英雄联盟##LPL#LPL各战队收视率排名：RNG稳居榜首，第二竟然是WBG？ 爱玩游戏的小屁孩h的微博视频 
柒是琪柒的柒,2,37,247,rngBin哥这93.24kg里感觉至少有20斤都是RNG送的 
AI维罗妮卡,0,29,86,rng劳资坚持七年的克利夫兰骑士队都能回来！你RNG明年就是第七年了，我凭什么坚持不下去！！ 
不想丢炮车,0,1,5,rnggala又去送快递了是吧 
RNG电子竞技俱乐部,417,1508,8681,"2022.11.2丨拍摄花絮.2(悄悄抖点之前的库存)#RNG##RNG图话社##永不言弃,九九归R# "
DOTA2,31,225,1117,RNG战队的一号位选手Ghost和五号位选手xNova发文宣布找队，声称愿意去任何赛区。Ghost在2022年5月4日加入中国战队RNG，xNova的生涯先后效力于PSG.LGD、EHOME和RNG等多支中国俱乐部，他曾跟随PSG.LGD获得过TI8的亚军。21年的11月份，他与前队友Maybe、Chalice一同加盟了RNG战队，并参加了TI11的比赛， ...全文
HL要减肥变成女神,0,0,0,rng好生气，快递被快递员放丰巢边上的草坪上，然后丢了 
爱玩游戏的小屁孩h,0,0,0,#英雄联盟##LPL#Doinb爆料RNG转会情况：除了上单其他人都要走，小虎薪资只有顶级中单的一半！ 爱玩游戏的小屁孩h的微博视频 
刘小小新,0,0,1,rng战队 俺只想知道转会期结束时间，平静过好每一天😐 
努力减脂的阿楠子_,0,12,4,rng友友们 打扰了 请问有人在海底捞过过生日吗 海底捞可以帮忙收取外卖送的生日蛋糕吗 
RNG加油永不言弃,0,5,2,rng双十一第一笔消费两个监控1400。快过年了红眼也快出来了。装一个晚上亮着灯和警报应该能吓一吓吧哎。最近村里没养狗的那些家里鸡鸭又被偷了，还好我家鸡鸭棚三条大狗不然也逃不过。 
打架的米饭,0,1,0,rng为什么大家都在说rng解散？我晕了，解散到底是什么意思？是  说rng卖给别的公司，名字不改，其他四人解约，留下呼吸  的意思吗？还是就没有rng了啊 
脑壳喔儿疼,0,23,26,最新消息LBW要收购rng 目前正在协商，小虎转去上，rng white 正在连接 
面条人Jawco,0,13,11,#米勒娃娃预测S12决赛#T1《上半区不强》《我预测RNG 3：0 T1》《我预测JDG 3：1 T1》说实话，米勒明显都被打服了，京东的比赛前能看出他明显不乐观，就娃娃这个逼还在嘴硬，有没有一种可能上半区看起来菜是因为都被T1打爆了不想奶，只是娃娃属实太恶心了 
电竞召唤师,15,87,418,RNG 辅助选手 Ming 真的是被 Uzi 和 Gala 带到不属于他的高度了吗？ 
顾璀_,0,10,32,#米勒娃娃预测S12决赛#娃娃对T1的恨意已经超过了对lpl的爱意。T1上半区没有遇到特别强的对手，为了诋毁T1，甚至一下子骂了RNG，JDG两个队伍什么伤敌八百自损十万 
玩加电竞-王者荣耀,0,16,143,【短视频分享：你们不要再打啦】@上海RNGM小求 @上海RNGMkk 当街战斗@RNGM雨雨 在线吃瓜刀口：你们不要再打啦.gif来源：上海RNG.M某音 玩加电竞-王者荣耀的微博视频 
解说阿九,29,33,327,Dota2 RNG战队的一号位选手Ghost和五号位选手xNova在个人推特上发文宣布找队，声称愿意去任何赛区。这不会真和传闻一样吧？#Dota2# #RNG# 
中耳机的_kaikai,0,2,6,rng 明年春天小虎打中单，夏季赛世界赛打上单 
北纬出逃二路,1,44,91,rng 这个红茶是谁啊，我看之前有人也搬过他的消息 
秋刀鱼的饼干,0,13,49,rngmd 果子哥现在和大主播打组排 两人对话6秒的延迟 大主播说一句 6s后果子哥才回上句话的问题 
可乐呀QAQ,0,17,163,rng要不就所有主持都退了吧，他们爱咋吵咋吵，管他干啥，天天为爱发电还要挨骂。要不就谁有精力能天天盯着微博就让他来干。从我加入超话到现在每一批主持都被骂过。也不知道到底谁的问题。还有哪些人看到了你自己先拉黑不好么，拉黑不就看不到了。自己也不拉黑天天盯着截图。也不知道是想恶心 ...全文
召唤师Park,27,241,865,LPL转会期尚未到来，各路消息已经蜂拥而至，围绕着RNG小虎、EDG学弟Scout、Viper、TES黄金左手Knight、Wei、Theshy等选手，深夜时分“世一瓜”Doinb再度放出较为准确的消息：1、顶尖ADC抢手程度依次是Viper、Gala、Light、Lwx、Huanfeng；2、最抢手的中单是Scout，最抢手的国产中单是RNG小虎，小虎 ...全文
亲爱的胡图图小朋友,4,74,117,rng 回应一下（重新开贴是因为我发三张图就操作频繁了p9）p1是今天的回应p2-3是同一个12级牌子用户的记录p4-5是当天发给我的图片记录p6-8是当天其他的一些记录 
可乐呀QAQ,0,1,1,rngCEC来点作用啊。合作伙伴要倒了。还有不是刚成立了深圳软泥怪么，怎么会说倒就倒呢。 
o倾城雪儿o小作家,0,45,148,rng 兄弟们，来自bin哥的🍉，小虎明年转位置，包熟 
小瘦子鬼,0,13,0,rng 说个题外话有没有友友推荐香水类似痱子粉的宝宝香之前用的桃丝熊蓝瓶 想换了 
LPL那点事,0,0,0,世一瓜Doinb爆料RNG小虎已经离队，队伍除了上单合同已全部到期~#英雄联盟S12##给视频加buff# LPL那点事的微博视频 
立刻变身同人女呪灵,0,0,0,呵呵🤭我就知道当初物资退役有问题 还真是rng这个狗比东西搞的啊 
艾卡西亚的季风,0,0,2,RNG战胜JDG取得2022年首胜，锐评一下这场BO3，大家都光注意369的“拉扯”却忽视了JDG的野辅#英雄联盟##LOL# 艾卡西亚的季风的微博视频 
游戏欧皇陈本伟,3,6,10,#2022lol冬季转会期# 来吃瓜🍉这个说法难道是小虎也有合同捏在RNG手里#英雄联盟# 
RNG加油永不言弃,0,0,8,rng回忆。。。。。。静等他们回国吧，孩子们平平安安回国隔离完了以后是走是留是他们的决定，我们能做的就是等和祝福。也不要在那一直伤心或者愁了，等最终结果出来该支持的支持，该换地方就换地方。安啦还有一个月呢回来加隔壁也要月底才有结果。现在挺几句话就唱衰了可不像R粉的性格咯 ...全文
大电竞eSportsFocus,1,12,44,【RNG官方分享选手拍摄花絮】都是回忆的一部分呀cr. @RNG电子竞技俱乐部 #英雄联盟S12# #S12最前线# 
果果子乐,0,0,0,#rng# 真是让我又爱又恨的队伍，但私心还是不希望你们散了，从mlxg到现在wei，虎明一直陪伴 
白藏十月,0,2,0,rng周四了来点文案 
一两米线加红油,0,1,0,rng 一闭眼就做噩梦 快两年了 
电竞主页君,0,1,4,前V5教练，现选手经纪人透露了一些转会信息：Jackeylove续约TES，朱开回EDG了随着S12世界赛临近结束，2022年冬季转会也成为了多方关注的焦点，而就在今早，前V5教练，现在转行成为选手经纪人的涵艺在个人WB上晒出了不少转会信息，其中Jackeylove留在了TES，RNG的朱开回EDG了，gala和wei留不住，FPX可 ...全文
电竞主页君,0,0,0,2022转会6言：RNG不会解散，xiaohu也并非100%要跑在世界赛折戟八强后，很多人都对RNG未来转会期的去向比较关心，而最近网上出现了很多RNG要卖俱乐部，选手四散而逃的消息，不过对此一位爆料人透露并不完全属实，他表示目前RNG挺好的，目前RNG除了呼吸哥，其余四人不可能全部续约，但也不可能全跑掉， ...全文
电竞主页君,0,0,0,Doinb：现在好多队都在抢Wei和GALA。Doinb：“现在市面上大家最想要的打野是这个“蔚”！市面上大家最想要的AD是玩卡莎的。”乌兹：“是谁啊？”Doinb：“GALA”RNG解散感觉四个人都挺多人要的吧，年纪小的两个是顶流，Wei跟旮旯。 
别脏兵,0,0,0,rng被3-0我没哭 乱斗4连跪我哭了 
从清晨到日暮_mua,1,84,32,rng 本人想在大学区摆摊，但是没有头绪，不晓得卖点什么好，求求各位大佬，认真分析，多推荐，我想努力暴富！！！ 
虎扑电竞,96,118,1168,【直播】Doinb：网上那些爆料都是假的，Xiaohu不续约了#小虎被爆料未与RNG续约# #2022LOL冬季转会期# 虎扑电竞的微博视频 
电竞徐嘉诰,6,11,38,那个患癌去世的rng女粉，居然复活了rng 电竞徐嘉诰的微博视频 
这次不想吃,0,0,0,19年mis之前我做梦梦到白人夺冠当时是我迷信患得患失的时期我一直觉得梦境会说明一些问题2022年打rng之前我梦到faker输了看着赛前吹的宿命，我感到十分混乱包括打京东之前我看了很多分析也自乱阵脚我知道应该相信这支队伍，但是始终害怕承受失败在决赛之前我想跟这一切做一个了结，比赛的结果只 ...全文
南识·Y,0,1,0,rng因为疫情我还没有机会看次现场比赛..队就要散了...真的好遗憾 
