用户,转发数,评论数,点赞数,评论
召唤师Park,27,38,161,时间走的好快，转眼S12全球总决赛就剩下最后一场BO5对局了，如果在世界赛开启前，我说决赛是“LCK内战”，老将Deft和Faker能够战至终章，会师决赛，你信吗？不只是你，连我自己都不信。人生如戏，今年的世界赛戏剧性拉满，GEN监督Score和DRX原神哥BeryL一直说自己最警惕TES，说TES是LPL上限最高的队 ...全文
曾见风过此心,0,0,2,接gala🙏快来和tes世一中做世一双c🙏 
杨海翌HenryYong,0,1,3,TOP_ESPORTS 发现tes自己的粉丝都挺佛的。hz在剑指，猪杂和骑士在干架，京粉在自我安慰。只有自己在说小组赛的队手励志……虽然是踩着我们一头上去的，也不是想让他们证明c组的含金量，这个没必要。只是觉得选手表现不配口号吧。搏至无憾，全是遗憾。 
振振故事,0,0,1,#英雄联盟S12#我有啥不敢说的，4支队伍，3支队伍有选手确诊，我想说为啥就TES没有人确诊呢？说到底还是疫情防范没有做到位！LPL 
NinekyHye,0,2,1,我看tes的标老感觉很熟悉 今天终于意识到雅迪的标不也长这样？ 
虎扑电竞,6,146,520,【JR热议】如何评价LPL本次世界赛之旅？LPL1号种子JDG止步四强LPL2号种子TES止步16强LPL3号种子EDG和4号种子RNG止步八强#LPL实力差距##jdg止步s12四强##lpl队伍全部止步s12# 
超凡电竞LOL,14,97,390,#LPL队伍全部止步S12# JDG—四强EDG—八强RNG—八强TES—十六强评价一下LPL在今年世界赛的表现吧______?#T1晋级S12决赛##JDG止步S12四强# 
英雄联盟菌,73,160,1489,【Wayward现身Photic直播间开通舰长：调侃自己还在太平洋游泳】近日TES上单选手Wayward现身V5下路Photic的直播间，为其开通舰长刷礼物，并在弹幕的提问下调侃自己还在太平洋游泳。#S12半决赛##LPL赛区加油# 
小特研究所,80,69,757,"alexandratrusova #特鲁索娃# 【研究所】221029 2022-2023赛季Russian GP 俄罗斯大奖赛 索契站 SP《Ainsi bas la vida》Tes33.79+Pcs36.51=70.20跳跃构成：2a 3f // 3lz2t(step out , hands down)新节目新赛季慢慢来 小特研究所的微博视频 "
虎扑电竞,16,549,3422,【JR投稿 】ming全lpl rank量倒数第一，lpl前三辅助的小明到底哪里出了问题？RNG.Ming 857把EDG.Meiko 1440把WBG.On 1771把V5.Ppgod 2425把JDG.Missing 1693把FPX.Hang 1584把TES.Mark 1902把LNG.Lvmao 2762把BLG.Crisp 1264把OMG.Cold的没有找到数据关于大家讨论的轮换的原因 i ...全文
英雄联盟神吐槽,58,80,753,【网友根据合同库做了一下LPL和LCK今年到期的选手】zoom虽然已转会up但是合同库显示在tes的合同是今年到期，另外有老哥指出花生和faker都是签了1+1，所以也可以看作他们都还在原队了#英雄联盟s12# #LPL# #lck# 
英雄联盟神吐槽,166,323,2544,【网传TES已与打野选手续约？？？3年2800w】再买个小明圣枪哥小虎，至臻全华班，亚运会全员出击#我为LPL扛大旗##TES# #RNG# 
英雄联盟神吐槽,72,824,5348,【36位LPL选手合同即将到期，Viper或签约DK”，EDG或迎重建】其中，全华班WE、RNG、TES、RA是合同到期的“重灾区”，RNG只有夏季赛刚刚加盟的呼吸哥不用考虑续约事宜，因为他的合同在BLG手里；TES队内最大牌的3名选手尽数没有确定下一步动向，可能会成为冬窗的重磅新闻。值得一提的是，截至S12，L ...全文
虎扑电竞,199,206,2329,TES众人评JackeyLove：有领导力能指挥；他暴毙了我们也会相信他白色月牙：我觉得JackeyLove是一个比较有领导力的选手，大家把他以大哥和队长的身份来对待Mark：JackeyLove的话我们每次游戏进行到中后期的时候，他总会站出来指挥一波。他中后期对自己的立场和大局观是比较好的knight：我觉得LPL没 ...全文
虎扑电竞,4,138,914,【韩网热评虎扑JR投票“TES、EDG、RNG哪个更丢人？”：当然是TES】韩国网友搬运虎扑热帖“tes edg rng三个队哪个更丢人？”，对此展开热议，原文翻译如下：中国论坛的官方投票：tes edg rng三个队哪个更丢人？，4号C8（3坨屎分不出香臭），RNG恶性粉丝、TES恶性粉丝、EDG恶性粉丝正在激烈地争吵（ ...全文
兔玩游戏,258,544,3867,JDG——四强EDG——八强 RNG——八强 TES——十六强#S8后LPL首次无缘S赛决赛##LPL队伍全部止步S12##s12最前线# 
虎扑电竞,8,93,899,【韩网热议】T1战胜JDG：说T1&gt;LPL还为时尚早吧，还没有赢TES呀#jdg止步s12四强# #s8后lpl首次无缘s赛决赛# #lpl实力差距# 
兔玩游戏,13,23,351,【JDG赛后群访】Q：亮了tes的队标，当时是怎么考虑的呢？369：因为赛前和TES的老队友们聊了很多，想赢下这个半决赛，带着TES最后的旗帜进到决赛吧#369曾想带TES进决赛##s12最前线# 兔玩游戏的微博视频 
兔玩游戏,13,16,351,#369亮TES标# 9哥单杀后亮了TES标#369单杀zeus# 
虎扑电竞,6,146,520,【JR热议】如何评价LPL本次世界赛之旅？LPL1号种子JDG止步四强LPL2号种子TES止步16强LPL3号种子EDG和4号种子RNG止步八强#LPL实力差距##jdg止步s12四强##lpl队伍全部止步s12# 
超凡电竞LOL,14,97,390,#LPL队伍全部止步S12# JDG—四强EDG—八强RNG—八强TES—十六强评价一下LPL在今年世界赛的表现吧______?#T1晋级S12决赛##JDG止步S12四强# 
英雄联盟菌,73,160,1489,【Wayward现身Photic直播间开通舰长：调侃自己还在太平洋游泳】近日TES上单选手Wayward现身V5下路Photic的直播间，为其开通舰长刷礼物，并在弹幕的提问下调侃自己还在太平洋游泳。#S12半决赛##LPL赛区加油# 
小特研究所,80,69,757,"alexandratrusova #特鲁索娃# 【研究所】221029 2022-2023赛季Russian GP 俄罗斯大奖赛 索契站 SP《Ainsi bas la vida》Tes33.79+Pcs36.51=70.20跳跃构成：2a 3f // 3lz2t(step out , hands down)新节目新赛季慢慢来 小特研究所的微博视频 "
虎扑电竞,16,549,3422,【JR投稿 】ming全lpl rank量倒数第一，lpl前三辅助的小明到底哪里出了问题？RNG.Ming 857把EDG.Meiko 1440把WBG.On 1771把V5.Ppgod 2425把JDG.Missing 1693把FPX.Hang 1584把TES.Mark 1902把LNG.Lvmao 2762把BLG.Crisp 1264把OMG.Cold的没有找到数据关于大家讨论的轮换的原因 i ...全文
英雄联盟神吐槽,58,80,753,【网友根据合同库做了一下LPL和LCK今年到期的选手】zoom虽然已转会up但是合同库显示在tes的合同是今年到期，另外有老哥指出花生和faker都是签了1+1，所以也可以看作他们都还在原队了#英雄联盟s12# #LPL# #lck# 
电竞台,49,88,1362,【Karsa“惊现”纽约线下观赛，现场监督369比赛】今日有细心网友发现，在纽约现场比赛时，有LPL粉丝手举Karsa训话369名场面，当场警醒369，属实良苦用心~#JDG战胜RGE##TES 菜# 
玩加电竞-王者荣耀,4,42,216,【#雷霆杯#小组赛 XYG 3:0 长沙TES.A】开局XYG双边换线；四分钟，XYG团战打出一波一换四！七分钟，夏叶澜拿下三连决胜！奔狼开启，众人一波二换五团灭对手拿下水晶，恭喜XYG获得本场比赛胜利！本局最佳给到：XYG.葱花 
LOL动图菌,14,29,276,#JDG战胜RGE#恭喜JDG战胜RGE！3:0！我上我也行！只有TES不行~#TES 菜# 
LPL网红喻文波,231,11,10,水鬼现在最害怕的应该是EDG能赢DRX了，这样一来TES害得上一次热搜，建议连夜做法 
召唤师Park,51,633,4882,万万没想到，JDG轻松战胜RGE晋级S12半决赛，早早出局的LPL二号种子TES却因“菜”空降热搜，大家想不通明明能够在LPL夏决与JDG战至终章打满BO5，为什么TES能轮番输给RGE、DRX、GAM？就连DRX金牌辅助BeryL都感慨道：真的没想到TES会小组第三出局，S11全球总决赛的FPX也是，明明在LPL夏决打得那么好，却 ...全文
虎扑电竞,122,44,428,【S12小组赛各项数据一览】369单杀第一，TES多项数据名列前茅英雄联盟赛事数据分享S12小组赛阶段多项数据统计，具体如下：【2022全球总决赛小组赛 选手最数据】最多单杀：JDG.369 &amp; DK.Nuguri最高分均伤害：TES.knight最高场均参团率：GAM.Levi最高场均对线经济差：TES.JackeyLove最高场 ...全文
是小苑诶吖,0,116,467,TOP_ESPORTS如果EDG虐了龙叉可能下个热搜就是TES  真的菜 
疾风怪宝,105,398,4875,阿水秒换复活甲！TES小组赛成功晋级！#TES bug##重赛# 网页链接 
玩加电竞-王者荣耀,2,54,180,【#雷霆杯#今日赛程预告&amp;首发名单】初晨、蓝柚首发17:00 东莞Wz vs 南京黑肉久竞19:00 北京WB vs 南京黑肉久竞21:00 XYG vs 长沙TES.A大家对今天的比赛有什么期待呢 
兔玩游戏,9,169,1259,【TES平安落地，已到达隔离酒店】@桃浦小话筒 更博：平安落地，目前已到达隔离酒店准备进行隔离监测，大家放心。 #英雄联盟s12##2022全球总决赛##s12最前线# 
菜园的猪丶,39,41,338,#EDG手握三个赛点#恭喜EDG晋级S12游泳锦标赛，将与RNG和TES共同争夺LPL游泳冠军，坏消息是jackeylove已经到曾母暗沙了 
LOL动图菌,57,128,775,#管泽元说相信JDG#管泽元你上回给TES加油，TES已经游回去了~#JDG半决赛对战T1# 
LOL动图菌,47,814,4011,TES RNG相继出局，LPL全华班的路是不是还任重而道远？#RNG连续两年止步S赛八强# 
奥加电竞,24,268,2131,【TES回国 Jackeylove机场主动帮老奶奶提行李】昨日Mark粉丝群流出视频截图，Jackeylove在机场看见老奶奶独自拿行李的情况下，主动上前帮忙。#TES无缘八强# #英雄联盟S12# #S12最前线# 
召唤师Park,11,55,184,JDG横扫RGE，TES空降热搜；T1零封没有Uzi的RNG，空降热搜的LPL队伍从TES变成了EDG。从BP战术储备到选手的临场表现，T1全方面压制RNG，优势局轻松滚雪球带走胜利，逆风局无压力拖后期逆转战局，T1展现出了LCK的压制力，而RNG输得没脾气，也让人想起2018年上半年火力全开的小狗Uzi。接下来还有机会夺冠 ...全文
玩加电竞-王者荣耀,0,14,91,【#雷霆杯#小组赛 XYG 1:0 长沙TES.A】前期双方小摩擦不断；中期XYG稳扎稳打扩大优势；八分钟，贝塔太乙真人控制拉满，XYG打出一波零换二！决胜团，香菜沈梦溪和景泽孙尚香均拿到二连击破！兵线进入水晶，恭喜XYG获得本局比赛胜利！本局最佳给到：XYG.贝塔 
虎扑电竞,9,153,449,【JR热议】RNGTES无奈出局，全华班的路是不是任重而道远？今年确实还是全华班还是没能有太好的结局，TES小组赛之前已经出局了，RNG也是因为各种因素，今天还是被魔咒笼罩不敌T1止步八强。全华班真的任重而道远啊，明天再努力吧#t1零封战胜rng##t1晋级半决赛# 
英雄联盟神吐槽,280,760,9254,【S12“最励志战队”诞生，选手打S赛是兼职，却率队击败TES】根据知情人爆料，GAM辅助选手打S赛或者LOL电竞也只是兼职，因为他在白天需要打工来补贴家用，晚上才有时间逐梦电竞圈，而且这支队伍一直“很穷”，早在S7的时候，WE看到GAM的窘境后都有点看不下去了，直接友情捐助了GAM电竞外设。要知道WE ...全文
电竞台,49,88,1362,【Karsa“惊现”纽约线下观赛，现场监督369比赛】今日有细心网友发现，在纽约现场比赛时，有LPL粉丝手举Karsa训话369名场面，当场警醒369，属实良苦用心~#JDG战胜RGE##TES 菜# 
玩加电竞-王者荣耀,4,42,216,【#雷霆杯#小组赛 XYG 3:0 长沙TES.A】开局XYG双边换线；四分钟，XYG团战打出一波一换四！七分钟，夏叶澜拿下三连决胜！奔狼开启，众人一波二换五团灭对手拿下水晶，恭喜XYG获得本场比赛胜利！本局最佳给到：XYG.葱花 
电竞小小徐,41,280,1210,韩网评选S12前五阵：Faker未入选，TES入阵仅一人未入选。#英雄联盟# #英雄联盟S12# 
菜园的猪丶,39,41,338,#EDG手握三个赛点#恭喜EDG晋级S12游泳锦标赛，将与RNG和TES共同争夺LPL游泳冠军，坏消息是jackeylove已经到曾母暗沙了 
LOL动图菌,57,128,775,#管泽元说相信JDG#管泽元你上回给TES加油，TES已经游回去了~#JDG半决赛对战T1# 
LOL动图菌,47,814,4011,TES RNG相继出局，LPL全华班的路是不是还任重而道远？#RNG连续两年止步S赛八强# 
奥加电竞,24,268,2131,【TES回国 Jackeylove机场主动帮老奶奶提行李】昨日Mark粉丝群流出视频截图，Jackeylove在机场看见老奶奶独自拿行李的情况下，主动上前帮忙。#TES无缘八强# #英雄联盟S12# #S12最前线# 
召唤师Park,11,55,184,JDG横扫RGE，TES空降热搜；T1零封没有Uzi的RNG，空降热搜的LPL队伍从TES变成了EDG。从BP战术储备到选手的临场表现，T1全方面压制RNG，优势局轻松滚雪球带走胜利，逆风局无压力拖后期逆转战局，T1展现出了LCK的压制力，而RNG输得没脾气，也让人想起2018年上半年火力全开的小狗Uzi。接下来还有机会夺冠 ...全文
玩加电竞-王者荣耀,0,14,91,【#雷霆杯#小组赛 XYG 1:0 长沙TES.A】前期双方小摩擦不断；中期XYG稳扎稳打扩大优势；八分钟，贝塔太乙真人控制拉满，XYG打出一波零换二！决胜团，香菜沈梦溪和景泽孙尚香均拿到二连击破！兵线进入水晶，恭喜XYG获得本局比赛胜利！本局最佳给到：XYG.贝塔 
虎扑电竞,9,153,449,【JR热议】RNGTES无奈出局，全华班的路是不是任重而道远？今年确实还是全华班还是没能有太好的结局，TES小组赛之前已经出局了，RNG也是因为各种因素，今天还是被魔咒笼罩不敌T1止步八强。全华班真的任重而道远啊，明天再努力吧#t1零封战胜rng##t1晋级半决赛# 
英雄联盟神吐槽,280,760,9254,【S12“最励志战队”诞生，选手打S赛是兼职，却率队击败TES】根据知情人爆料，GAM辅助选手打S赛或者LOL电竞也只是兼职，因为他在白天需要打工来补贴家用，晚上才有时间逐梦电竞圈，而且这支队伍一直“很穷”，早在S7的时候，WE看到GAM的窘境后都有点看不下去了，直接友情捐助了GAM电竞外设。要知道WE ...全文
虎扑电竞,13,97,1115,【GAM官方发布战胜TES休息室的沸腾时刻】#英雄联盟s12# #s12最前线# #s12淘汰赛# 虎扑电竞的微博视频 
Score赛高,130,118,628,【赛高专访TES.Tian：遗憾的事情就是没有进入到八强，没有更多的机会。】在小组赛TES结束最后一场比赛后，我们采访到了Tian选手。如何评价世界赛之旅：“感觉第一轮和今天第一把打得非常差劲嘛，也没有什么好评价的，就是打得不好。”纽约的环境：“其实还好的，但也没有像国内那么舒服。”对 ...全文
兔玩游戏,23,511,4442,【RGE 教练：淘汰赛对手想选RNG，他们可能相对弱一点】 （十月十八日，BLIX发布RGE教练Fredy122的采访内容，以下是部分翻译。） Q：请问你们第三局与TES的比赛，因为你们之前赢了他们，（这次输了）是游戏内出了什么问题吗？RGE Fredy122：我认为那类型的下路完全是下路的大对决。不论哪一边赢， ...全文
虎扑电竞,17,52,744,[韩网翻译]BeryL：没想到TES会拿第三名，入围赛训练赛就开始练大头了#英雄联盟s12##s12最前线##s12小组赛# 
兔玩游戏,7,551,3140,韩国记者Ashley Kang发推：我正在等待LOL发布的公告：1、1/4决赛赛程的时间安排，好让大家买票、预定酒店、安排工作等2、关于TES VS GAM的比赛中，（JackeyLove卢锡安饮魔刀护盾不触发）bug问题的解释#S12淘汰赛赛程##2022全球总决赛##s12最前线# 
虎扑电竞,5,61,344,【韩国记者：我在等待拳头关于八强赛程安排和比赛Bug的公告】韩国记者Ashley Kang发推，以下是推特译文（大意）：我在等待LOL Esports发布公告：1、1/4决赛的赛程和时间表，这样大家可以提前预定门票，安排住宿、以及请假等等。2、关于TES vs GAM比赛BUG的解释、道歉或任何相关形式的确认。  ...全文
超凡电竞LOL,5,47,255,【FNC主教练：拳头不会回应TES bug 此前也发生过同样的事情】  FNC主教练：拳头官方不会对于TES bug(JackeyLove卢锡安饮魔刀护盾未触发）作出任何回应，拳头的态度/管理一向如此，如果职业选手们不亲自在比赛中上报游戏内bug，那他就一定不会对此做出解释此前一场比赛中，我在后台发现了游戏内的bug ...全文
兔玩游戏,7,118,742,【FNC主教练：拳头不会回应bug】FNC主教练：拳头将不会对于bug作出任何回应，因为拳头的态度/管理规定一直都是如此，如果选手们不亲自上报bug，那就不对此解释。我记得有一局游戏时，我在后台看到了bug，但是我却甚至不能争取到暂停或者回溯。Cr YamatoMebdi twi#TES bug# #S12最前线# 
狂很子老,160,4518,45840,关于TES和GAM局内出现的饮魔刀bug这条twi已经收到3万多个点赞了，我看到像欧刚、Nisqy还有好多解说和职业选手都在聊这个事情#TES bug# 
英雄联盟神吐槽,214,154,1226,Doinb:十六强还好意思坐飞机，应该游泳回来。#英雄联盟s12# #tes十六强##RNG八强对阵T1# 
菜园的猪丶,39,41,338,#EDG手握三个赛点#恭喜EDG晋级S12游泳锦标赛，将与RNG和TES共同争夺LPL游泳冠军，坏消息是jackeylove已经到曾母暗沙了 
LOL动图菌,57,128,775,#管泽元说相信JDG#管泽元你上回给TES加油，TES已经游回去了~#JDG半决赛对战T1# 
LOL动图菌,47,814,4011,TES RNG相继出局，LPL全华班的路是不是还任重而道远？#RNG连续两年止步S赛八强# 
奥加电竞,24,268,2131,【TES回国 Jackeylove机场主动帮老奶奶提行李】昨日Mark粉丝群流出视频截图，Jackeylove在机场看见老奶奶独自拿行李的情况下，主动上前帮忙。#TES无缘八强# #英雄联盟S12# #S12最前线# 
召唤师Park,11,55,184,JDG横扫RGE，TES空降热搜；T1零封没有Uzi的RNG，空降热搜的LPL队伍从TES变成了EDG。从BP战术储备到选手的临场表现，T1全方面压制RNG，优势局轻松滚雪球带走胜利，逆风局无压力拖后期逆转战局，T1展现出了LCK的压制力，而RNG输得没脾气，也让人想起2018年上半年火力全开的小狗Uzi。接下来还有机会夺冠 ...全文
玩加电竞-王者荣耀,0,14,91,【#雷霆杯#小组赛 XYG 1:0 长沙TES.A】前期双方小摩擦不断；中期XYG稳扎稳打扩大优势；八分钟，贝塔太乙真人控制拉满，XYG打出一波零换二！决胜团，香菜沈梦溪和景泽孙尚香均拿到二连击破！兵线进入水晶，恭喜XYG获得本局比赛胜利！本局最佳给到：XYG.贝塔 
虎扑电竞,9,153,449,【JR热议】RNGTES无奈出局，全华班的路是不是任重而道远？今年确实还是全华班还是没能有太好的结局，TES小组赛之前已经出局了，RNG也是因为各种因素，今天还是被魔咒笼罩不敌T1止步八强。全华班真的任重而道远啊，明天再努力吧#t1零封战胜rng##t1晋级半决赛# 
英雄联盟神吐槽,280,760,9254,【S12“最励志战队”诞生，选手打S赛是兼职，却率队击败TES】根据知情人爆料，GAM辅助选手打S赛或者LOL电竞也只是兼职，因为他在白天需要打工来补贴家用，晚上才有时间逐梦电竞圈，而且这支队伍一直“很穷”，早在S7的时候，WE看到GAM的窘境后都有点看不下去了，直接友情捐助了GAM电竞外设。要知道WE ...全文
电竞台,49,88,1362,【Karsa“惊现”纽约线下观赛，现场监督369比赛】今日有细心网友发现，在纽约现场比赛时，有LPL粉丝手举Karsa训话369名场面，当场警醒369，属实良苦用心~#JDG战胜RGE##TES 菜# 
玩加电竞-王者荣耀,4,42,216,【#雷霆杯#小组赛 XYG 3:0 长沙TES.A】开局XYG双边换线；四分钟，XYG团战打出一波一换四！七分钟，夏叶澜拿下三连决胜！奔狼开启，众人一波二换五团灭对手拿下水晶，恭喜XYG获得本场比赛胜利！本局最佳给到：XYG.葱花 
LOL动图菌,14,29,276,#JDG战胜RGE#恭喜JDG战胜RGE！3:0！我上我也行！只有TES不行~#TES 菜# 
LPL网红喻文波,231,11,10,水鬼现在最害怕的应该是EDG能赢DRX了，这样一来TES害得上一次热搜，建议连夜做法 
召唤师Park,51,633,4882,万万没想到，JDG轻松战胜RGE晋级S12半决赛，早早出局的LPL二号种子TES却因“菜”空降热搜，大家想不通明明能够在LPL夏决与JDG战至终章打满BO5，为什么TES能轮番输给RGE、DRX、GAM？就连DRX金牌辅助BeryL都感慨道：真的没想到TES会小组第三出局，S11全球总决赛的FPX也是，明明在LPL夏决打得那么好，却 ...全文
虎扑电竞,122,44,428,【S12小组赛各项数据一览】369单杀第一，TES多项数据名列前茅英雄联盟赛事数据分享S12小组赛阶段多项数据统计，具体如下：【2022全球总决赛小组赛 选手最数据】最多单杀：JDG.369 &amp; DK.Nuguri最高分均伤害：TES.knight最高场均参团率：GAM.Levi最高场均对线经济差：TES.JackeyLove最高场 ...全文
是小苑诶吖,0,116,467,TOP_ESPORTS如果EDG虐了龙叉可能下个热搜就是TES  真的菜 
玩加电竞-王者荣耀,2,54,180,【#雷霆杯#今日赛程预告&amp;首发名单】初晨、蓝柚首发17:00 东莞Wz vs 南京黑肉久竞19:00 北京WB vs 南京黑肉久竞21:00 XYG vs 长沙TES.A大家对今天的比赛有什么期待呢 
兔玩游戏,9,169,1259,【TES平安落地，已到达隔离酒店】@桃浦小话筒 更博：平安落地，目前已到达隔离酒店准备进行隔离监测，大家放心。 #英雄联盟s12##2022全球总决赛##s12最前线# 
玩加电竞-王者荣耀,1,29,306,【#雷霆杯#小组赛 长沙TES.A 1:2 成都AG超玩会】前期长沙TES.A人头数领先，成都AG超玩会经济领先；11分钟左右，成都AG超玩会一换四打出一波小团灭；15分30秒，成都AG超玩会攻上高地，乘胜追击，点掉水晶，再下一城！本局最佳给到：@AG一诺ovo 
英雄联盟菌,72,421,3521,【热饭开锅：历届世界赛中最让人失望的队伍】米勒选择了S8的RNG，米勒的理由是：90%的人都会选S8的RNG吧，那年RNG真的承载了所有人的梦想，那年真的意难平，解说完RNG被淘汰后，我直接哭了，我也跟很多人一样抱有很大的希望，主要是IG刚赢，结果RNG输了，反转太大了。娃娃选择了S12的TES，娃娃的理 ...全文
玩加电竞-王者荣耀,19,83,1019,#雷霆杯#小组赛 长沙TES.A vs 成都AG超玩会@成都AG超玩会 大家的名字风格很特别啊 #AG集体ID整活# 
英雄联盟神吐槽,72,824,5348,【36位LPL选手合同即将到期，Viper或签约DK”，EDG或迎重建】其中，全华班WE、RNG、TES、RA是合同到期的“重灾区”，RNG只有夏季赛刚刚加盟的呼吸哥不用考虑续约事宜，因为他的合同在BLG手里；TES队内最大牌的3名选手尽数没有确定下一步动向，可能会成为冬窗的重磅新闻。值得一提的是，截至S12，L ...全文
虎扑电竞,199,206,2329,TES众人评JackeyLove：有领导力能指挥；他暴毙了我们也会相信他白色月牙：我觉得JackeyLove是一个比较有领导力的选手，大家把他以大哥和队长的身份来对待Mark：JackeyLove的话我们每次游戏进行到中后期的时候，他总会站出来指挥一波。他中后期对自己的立场和大局观是比较好的knight：我觉得LPL没 ...全文
虎扑电竞,4,138,914,【韩网热评虎扑JR投票“TES、EDG、RNG哪个更丢人？”：当然是TES】韩国网友搬运虎扑热帖“tes edg rng三个队哪个更丢人？”，对此展开热议，原文翻译如下：中国论坛的官方投票：tes edg rng三个队哪个更丢人？，4号C8（3坨屎分不出香臭），RNG恶性粉丝、TES恶性粉丝、EDG恶性粉丝正在激烈地争吵（ ...全文
电竞毒奶BB机,3,60,220,#英雄联盟s12# 网传TES已与Tian续约 3年2800w BB机友情提醒 吃瓜不信瓜 
电竞台,562,334,763,【赛后讨论】网友整理了世界赛战犯排行榜，TES全员排在前五，大伙觉得合理吗？#大飞##LPL为米勒澄清# 
电竞台,41,97,761,网友发起投票：TES、EDG、RNG哪个更丢人？其中TES得票最高，大伙觉得这三支队伍谁最丢人？#我为LPL扛大旗##RNG被曝将被竞拍解散# 
金鱼还在拉扯,39,54,124,jackeylove传下去，bsyy说tes今年打完散伙 金鱼还在拉扯的微博视频 
电竞小小徐,41,280,1210,韩网评选S12前五阵：Faker未入选，TES入阵仅一人未入选。#英雄联盟# #英雄联盟S12# 
菜园的猪丶,39,41,338,#EDG手握三个赛点#恭喜EDG晋级S12游泳锦标赛，将与RNG和TES共同争夺LPL游泳冠军，坏消息是jackeylove已经到曾母暗沙了 
王随机,19,21,78,英雄联盟 2022 全球总决赛迎来小组赛第七个比赛日的争夺。TES 不敌 GAM，小组赛三连败，我定闹钟4点起来看，就给我看输给越南队。 
超凡电竞LOL,12,109,1003,RNG官推：祝TES未来好运❤️#TES确定淘汰##TES无缘八强##TES战胜DRX# 
超凡电竞LOL,7,51,125,【JackeyLove采访：向TES的粉丝们说声对不起】@JackeyLoveasdzz ：首先向TES的粉丝们说声对不起，这届世界赛打的不尽人意。第二个我还是想感谢一下我的队友。因为第一把输了很伤士气，但我们振奋了一下士气。不管明年还是不是我们五个人在一起打，我们最后两把还是要尽力打好。还是很感谢他们一年的 ...全文
超凡电竞LOL,1,15,47,TES比赛现场返图为TES举队旗＆队服应援的粉丝#TES确定淘汰##TES无缘八强##TES止步十六强# 
兔玩游戏,3,116,536,【TES赛后返图】新的征程  未完待续#s12小组赛# #s12最前线# 
虎扑电竞,1,33,178,【JR投稿】遗憾止步，TES无缘淘汰赛之旅当全球总决赛进入小组出线阶段，加赛逐渐开始，一天之内两支队伍告别世界赛的舞台，比赛的激烈程度锐增。或许一个决策的失误，就将葬送一年的努力，这是电子竞技的残酷，亦是电子竞技的魅力。#tes确定淘汰##s12小组赛##英雄联盟s12# 
AA李老八888,4,228,894,居然有人说TES虽败犹荣的各位都是看过足球的，TES相当于先被人进了四个球0-4，最后时刻搬回两球2-4请问这是虽败犹荣吗？？？？ 
英雄联盟神吐槽,138,312,2927,太痛了！Tian成为首个连续两年世界赛十六强出局的冠军选手！犹记得去年同样的情况，Tian将微博背景和头像改成了全黑....#TES十六强淘汰##TES确定淘汰##Tian# 
虎扑电竞,3,22,177,【Levi：比赛中的某些瞬间，我都觉得TES要赢了，最终我们赢了】 2022英雄联盟全球总决赛小组赛第七个比赛日，GAM战胜TES获得全球总决赛小组赛首胜，赛后打野Levi选手接受韩文流采访，原视频翻译如下：Q：祝贺你们获得小组赛首胜，这是一场非常疯狂的比赛，你感受如何呢？Levi：多亏了粉丝们的热 ...全文
召唤师Park,32,169,783,随着DRX加赛战胜RGE，S12全球总决赛C组第二轮淘汰赛落幕，最让人意难平的队伍，当然还是我们LPL赛区的二号种子TES。在输给GAM的情况下，TES能够连续掀翻C组强队RGE、DRX，将小组赛战绩扳成3胜3负，这说明大黄，Knight、小天、阿水Jackeylove、Mark确实是有实力的，但如若TES首战赢了GAM，他们还能打 ...全文
北青先锋电竞,3,61,273,【Uzi谈TES被淘汰：我们S8训练赛也是感觉实力没有很好了，但G2还是该赢的！】Uzi：我今天早上7点醒了一下，去看了一下比赛我都惊呆了！就他们输一场的我没看，只能说输的很难受，我看了一下那个集锦A家没A掉，输的真的挺难受的，赢了出线肯定不是问题！这有啥好复盘的啊？大家肯定都看过了啊，而且 ...全文
虎扑电竞,13,97,1115,【GAM官方发布战胜TES休息室的沸腾时刻】#英雄联盟s12# #s12最前线# #s12淘汰赛# 虎扑电竞的微博视频 
Score赛高,130,118,628,【赛高专访TES.Tian：遗憾的事情就是没有进入到八强，没有更多的机会。】在小组赛TES结束最后一场比赛后，我们采访到了Tian选手。如何评价世界赛之旅：“感觉第一轮和今天第一把打得非常差劲嘛，也没有什么好评价的，就是打得不好。”纽约的环境：“其实还好的，但也没有像国内那么舒服。”对 ...全文
兔玩游戏,23,511,4442,【RGE 教练：淘汰赛对手想选RNG，他们可能相对弱一点】 （十月十八日，BLIX发布RGE教练Fredy122的采访内容，以下是部分翻译。） Q：请问你们第三局与TES的比赛，因为你们之前赢了他们，（这次输了）是游戏内出了什么问题吗？RGE Fredy122：我认为那类型的下路完全是下路的大对决。不论哪一边赢， ...全文
虎扑电竞,17,52,744,[韩网翻译]BeryL：没想到TES会拿第三名，入围赛训练赛就开始练大头了#英雄联盟s12##s12最前线##s12小组赛# 
兔玩游戏,7,551,3140,韩国记者Ashley Kang发推：我正在等待LOL发布的公告：1、1/4决赛赛程的时间安排，好让大家买票、预定酒店、安排工作等2、关于TES VS GAM的比赛中，（JackeyLove卢锡安饮魔刀护盾不触发）bug问题的解释#S12淘汰赛赛程##2022全球总决赛##s12最前线# 
